param_n_neighbors,param_weights,param_p,mean_test_score,rank_test_score
282,uniform,2,0.75125,621
281,distance,2,0.75125,621
281,distance,1,0.75125,621
262,uniform,1,0.75125,621
281,uniform,1,0.75125,621
280,distance,2,0.75125,621
291,uniform,2,0.75125,621
291,distance,2,0.75125,621
281,uniform,2,0.75125,621
257,distance,1,0.75125,621
282,distance,2,0.75125,621
289,distance,2,0.75125,621
283,distance,1,0.75125,621
283,uniform,2,0.75125,621
283,distance,2,0.75125,621
261,uniform,2,0.75125,621
284,uniform,1,0.75125,621
285,distance,1,0.75125,621
285,uniform,1,0.75125,621
283,uniform,1,0.75125,621
284,distance,1,0.75125,621
284,uniform,2,0.75125,621
290,uniform,2,0.75125,621
261,distance,1,0.75125,621
284,distance,2,0.75125,621
176,distance,1,0.75,1876
13,distance,2,0.75,1876
175,distance,1,0.75,1876
174,distance,1,0.75,1876
148,uniform,2,0.75,1876
112,uniform,1,0.75,1876
113,uniform,1,0.75,1876
167,uniform,1,0.75,1876
149,uniform,2,0.75,1876
166,uniform,1,0.75,1876
165,uniform,1,0.75,1876
164,uniform,1,0.75,1876
162,uniform,1,0.75,1876
144,uniform,2,0.75,1876
145,uniform,2,0.75,1876
146,uniform,2,0.75,1876
147,uniform,2,0.75,1876
151,uniform,2,0.75,1876
150,uniform,2,0.75,1876
173,distance,1,0.75,1876
152,uniform,2,0.75,1876
186,distance,1,0.75,1876
177,uniform,2,0.75,1876
207,distance,2,0.75,1876
206,distance,2,0.75,1876
205,distance,2,0.75,1876
205,uniform,2,0.75,1876
204,distance,2,0.75,1876
204,uniform,2,0.75,1876
203,uniform,2,0.75,1876
208,distance,2,0.75,1876
202,distance,2,0.75,1876
201,distance,2,0.75,1876
201,uniform,2,0.75,1876
201,uniform,1,0.75,1876
200,distance,2,0.75,1876
200,uniform,2,0.75,1876
199,distance,2,0.75,1876
199,uniform,2,0.75,1876
177,distance,1,0.75,1876
198,distance,2,0.75,1876
209,distance,2,0.75,1876
210,distance,2,0.75,1876
219,distance,1,0.75,1876
218,distance,2,0.75,1876
218,distance,1,0.75,1876
217,distance,2,0.75,1876
217,distance,1,0.75,1876
216,distance,2,0.75,1876
216,distance,1,0.75,1876
210,distance,1,0.75,1876
215,distance,2,0.75,1876
214,distance,2,0.75,1876
214,distance,1,0.75,1876
213,distance,2,0.75,1876
213,distance,1,0.75,1876
212,distance,2,0.75,1876
212,distance,1,0.75,1876
211,distance,2,0.75,1876
215,distance,1,0.75,1876
198,uniform,2,0.75,1876
202,uniform,2,0.75,1876
197,uniform,2,0.75,1876
186,uniform,2,0.75,1876
185,uniform,2,0.75,1876
185,distance,1,0.75,1876
184,uniform,2,0.75,1876
184,distance,1,0.75,1876
183,uniform,2,0.75,1876
183,distance,1,0.75,1876
187,uniform,2,0.75,1876
197,distance,2,0.75,1876
181,uniform,2,0.75,1876
181,distance,1,0.75,1876
180,uniform,2,0.75,1876
180,distance,1,0.75,1876
179,distance,1,0.75,1876
178,uniform,2,0.75,1876
178,distance,1,0.75,1876
182,distance,1,0.75,1876
188,distance,1,0.75,1876
182,uniform,2,0.75,1876
188,distance,2,0.75,1876
196,distance,2,0.75,1876
196,uniform,2,0.75,1876
195,distance,2,0.75,1876
195,uniform,2,0.75,1876
194,distance,2,0.75,1876
194,uniform,2,0.75,1876
193,distance,2,0.75,1876
193,uniform,2,0.75,1876
192,distance,2,0.75,1876
192,uniform,2,0.75,1876
191,distance,2,0.75,1876
191,uniform,2,0.75,1876
190,distance,2,0.75,1876
190,uniform,2,0.75,1876
190,distance,1,0.75,1876
189,distance,2,0.75,1876
189,uniform,2,0.75,1876
188,uniform,2,0.75,1876
3,uniform,1,0.74875,1977
12,uniform,2,0.7487499999999999,1978
10,distance,2,0.7475,1979
12,distance,2,0.7462500000000001,1980
2,uniform,1,0.7462500000000001,1980
9,distance,2,0.74625,1982
11,distance,2,0.74625,1982
9,uniform,2,0.745,1984
4,distance,1,0.7449999999999999,1985
13,uniform,2,0.7449999999999999,1985
11,uniform,2,0.7437500000000001,1987
3,distance,1,0.74,1988
3,uniform,2,0.7399999999999999,1989
3,distance,2,0.73375,1990
2,distance,2,0.7275,1991
1,distance,2,0.7275,1991
1,uniform,2,0.7275,1991
2,distance,1,0.71625,1994
1,distance,1,0.71625,1994
1,uniform,1,0.71625,1994
